mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,Alaskan Yellow Cedar Poles EPA,Southern Yellow Pine Poles EPA,ero_vista_pole_size
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,18,0,1.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,18,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,18,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,18,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,20,0,1.29,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,20,0,0.55,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,8,36.11,49.45,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,8,32.92,45.18,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,8,27.61,38.06,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,8,23.39,32.4,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,8,19.99,27.84,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,8,17.19,24.11,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,10,27.42,38.07,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,10,24.88,34.67,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,10,20.56,28.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,10,17,24.48,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,10,14.12,20.77,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,10,11.77,17.61,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,12,21.03,30.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,12,18.8,27.37,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,12,15.07,22.43,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,12,12.12,18.46,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,12,9.74,15.26,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,12,7.78,12.64,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,14,15.63,23.57,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,14,13.74,21.03,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,14,10.61,16.83,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,14,8.12,13.48,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,14,6.12,10.78,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,14,4.47,8.57,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,16,11.04,17.81,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,16,9.45,15.67,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,16,6.79,12.09,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,16,4.69,9.26,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,16,2.98,6.97,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,16,1.59,5.09,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,18,7.24,13.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,18,5.86,11.25,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,18,3.58,8.17,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,18,1.77,5.73,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,18,0,3.77,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,18,0,2.15,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,20,3.96,9.11,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,20,2.77,7.5,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,20,0.78,4.82,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,20,0,2.69,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,20,0,0.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,20,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,22,1.07,5.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,22,0,4.24,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,22,0,1.87,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,22,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,22,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,22,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,24,0,2.72,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,24,0,1.46,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,24,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,8,71.27,96.76,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,8,65.13,88.54,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,8,54.9,74.83,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,8,46.78,63.95,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,8,40.23,55.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,8,34.87,47.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,10,55.05,75.37,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,10,50.15,68.82,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,10,41.99,57.87,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,10,35.51,49.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,10,30.18,42.17,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,10,25.73,36.44,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,12,43.86,60.73,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,12,39.79,55.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,12,32.75,46.18,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,12,27.16,38.9,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,12,22.64,32.85,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,12,18.95,27.89,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,14,34.61,49.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,14,31.03,44.55,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,14,25.08,36.58,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,14,20.36,30.23,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,14,16.55,25.1,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,14,13.43,20.93,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,16,26.73,39.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,16,23.7,35.19,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,16,18.64,28.38,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,16,14.63,22.99,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,16,11.38,18.63,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,16,8.73,15.07,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,18,20.33,31.14,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,18,17.7,27.6,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,18,13.33,21.73,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,18,9.87,17.06,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,18,7.07,13.3,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,18,4.79,10.22,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,20,14.87,24.36,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,20,12.58,21.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,20,8.78,16.13,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,20,5.76,12.06,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,20,3.33,8.76,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,20,1.33,6.07,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,22,10,18.54,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,22,8,15.82,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,22,4.67,11.28,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,22,2.04,7.69,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,22,0,4.79,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,22,0,2.42,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,24,5.95,13.71,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,24,4.18,11.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,24,1.23,7.21,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,24,0,4,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,24,0,1.4,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,24,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,26,2.12,9.12,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,26,0.55,6.94,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,26,0,3.33,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,26,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,26,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,26,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,28,0,5.23,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,28,0,3.27,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,28,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,Less Than or Equal to 115 MPH,30,0,1.44,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,115 - 120 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,120 - 130 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,130 - 140 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,140 - 150 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Top Mount Fixture,150 - 160 MPH,30,0,0,"8-1/2"" x 8-1/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,8,12.13,13.71,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,8,11.14,12.59,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,8,9.49,10.73,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,8,8.18,9.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,8,7.13,8.06,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,8,6.17,7.08,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,10,10.47,13.71,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,10,9.27,12.59,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,10,7.26,10.73,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,10,5.68,9.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,10,4.4,8.06,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,10,3.35,6.93,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,12,7.05,12.55,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,12,6.06,11.23,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,12,4.4,8.87,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,12,3.09,7,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,12,2.03,5.49,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,12,1.17,4.25,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,14,4.22,9.04,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,14,3.38,7.85,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,14,2,5.88,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,14,0.9,4.31,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,14,0,3.04,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,14,0,2.01,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,16,1.75,5.96,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,16,1.05,4.97,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,16,0,3.29,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,16,0,1.98,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,16,0,0.91,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,16,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,18,0,3.37,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,18,0,2.52,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,18,0,1.1,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,18,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,18,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,18,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,20,0,1.12,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,20,0,0,"5"" x 5-1/2"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,8,26.2,29.62,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,8,24.06,27.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,8,20.51,23.18,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,8,17.68,19.99,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,8,15.4,17.41,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,8,13.54,15.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,10,26.2,29.62,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,10,24.06,27.2,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,10,20.27,23.18,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,10,16.75,19.99,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,10,13.9,17.41,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,10,11.58,15.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,12,20.72,29.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,12,18.51,27.08,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,12,14.83,22.19,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,12,11.91,18.25,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,12,9.55,15.08,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,12,7.62,12.48,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,14,15.36,23.31,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,14,13.5,20.79,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,14,10.4,16.62,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,14,7.95,13.3,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,14,5.96,10.63,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,14,4.34,8.44,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,16,10.82,17.59,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,16,9.24,15.47,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,16,6.62,11.92,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,16,4.53,9.1,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,16,2.85,6.83,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,16,1.48,4.98,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,18,7.04,12.91,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,18,5.68,11.07,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,18,3.43,8.02,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,18,1.64,5.6,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,18,0,3.65,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,18,0,2.04,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,20,3.78,8.94,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,115 - 120 MPH,20,2.61,7.34,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,120 - 130 MPH,20,0.65,4.69,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,130 - 140 MPH,20,0,2.58,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,140 - 150 MPH,20,0,0.88,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,150 - 160 MPH,20,0,0,"6-3/4"" x 6-3/4"""
DIRECT EMBEDMENT,Two or More Side Mount Fixtures,Less Than or Equal to 115 MPH,22,0.91,5.49,"6-3/4"" x 6-3/4"""
