wood_type,mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,epa,ero_vista_pole_size
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,5.17,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,3.47,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,2.13,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,1.04,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,3.57,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,2.7,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,1.25,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,1.29,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,0.55,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,8,49.45,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,45.18,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,38.06,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,32.4,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,27.84,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,24.11,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,38.07,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,34.67,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,28.98,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,24.48,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,20.77,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,17.61,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,30.2,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,27.37,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,22.43,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,18.46,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,15.26,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,12.64,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,23.57,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,21.03,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,16.83,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,13.48,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,10.78,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,8.57,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,17.81,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,15.67,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,12.09,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,9.26,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,6.97,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,5.09,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,13.1,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,11.25,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,8.17,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,5.73,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,3.77,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,2.15,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,9.11,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,7.5,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,4.82,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,2.69,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0.98,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,5.65,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,4.24,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,1.87,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,2.72,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,1.46,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,8,96.76,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,88.54,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,74.83,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,63.95,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,55.18,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,47.99,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,75.37,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,68.82,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,57.87,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,49.18,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,42.17,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,36.44,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,60.73,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,55.27,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,46.18,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,38.9,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,32.85,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,27.89,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,49.27,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,44.55,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,36.58,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,30.23,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,25.1,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,20.93,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,39.27,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,35.19,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,28.38,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,22.99,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,18.63,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,15.07,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,31.14,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,27.6,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,21.73,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,17.06,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,13.3,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,10.22,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,24.36,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,21.27,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,16.13,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,12.06,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,8.76,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,6.07,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,18.54,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,15.82,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,11.28,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,7.69,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,4.79,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,2.42,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,13.71,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,11.27,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,7.21,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,4,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,1.4,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,26,9.12,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,26,6.94,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,26,3.33,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,28,5.23,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,28,3.27,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,30,1.44,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,13.71,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,12.59,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,10.73,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,9.25,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,8,8.06,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,8,7.08,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,10,13.71,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,10,12.59,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,10,10.73,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,10,9.25,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,10,8.06,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,10,6.93,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,12,12.55,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,12,11.23,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,12,8.87,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,12,7,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,12,5.49,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,12,4.25,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,14,9.04,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,14,7.85,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,14,5.88,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,14,4.31,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,14,3.04,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,14,2.01,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,16,5.96,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,16,4.97,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,16,3.29,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,16,1.98,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,16,0.91,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,16,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,18,3.37,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,18,2.52,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,18,1.1,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,20,1.12,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,29.62,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,27.2,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,23.18,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,19.99,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,8,17.41,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,8,15.3,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,10,29.62,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,10,27.2,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,10,23.18,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,10,19.99,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,10,17.41,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,10,15.3,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,12,29.59,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,12,27.08,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,12,22.19,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,12,18.25,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,12,15.08,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,12,12.48,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,14,23.31,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,14,20.79,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,14,16.62,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,14,13.3,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,14,10.63,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,14,8.44,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,16,17.59,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,16,15.47,"6-3/4"" x 6-3/4"""
