wood_type,mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,epa,ero_vista_pole_size
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,24,18.21,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,24,13.1,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,24,9.09,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,24,5.84,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,24,3.18,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,26,15.91,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,26,13.18,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,26,8.64,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,26,5.04,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,26,2.13,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,28,11.44,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,28,8.96,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,28,4.85,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,28,1.59,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,30,7.08,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,30,4.86,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,30,1.16,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Pedestal/Base Plate,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,8,6.85,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,8,6.3,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,8,5.36,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,8,4.63,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,8,4.03,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,8,3.54,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,10,6.85,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,10,6.3,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,10,5.36,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,10,4.63,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,10,4.03,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,10,3.54,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,12,6.85,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,12,6.3,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,12,5.36,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,12,4.63,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,12,4.03,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,12,3.54,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,14,6.78,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,14,6.22,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,14,5.3,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,14,4.31,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,14,3.04,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,14,2.01,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,16,5.96,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,16,4.96,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,16,3.3,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,16,1.97,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,16,0.91,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,3.37,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,2.52,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,1.1,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,1.12,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,8,14.81,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,8,13.6,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,8,11.59,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,8,10,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,8,8.71,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,8,7.65,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,10,14.81,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,10,13.6,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,10,11.59,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,10,10,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,10,8.71,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,10,7.65,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,12,14.81,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,12,13.6,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,12,11.59,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,12,10,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,12,8.71,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,12,7.65,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,14,14.64,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,14,13.44,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,14,11.46,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,14,9.88,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,14,8.6,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,14,7.56,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,16,14.3,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,16,13.14,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,16,11.2,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,16,9.1,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,16,6.83,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,4.98,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,12.91,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,11.07,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,8.02,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,5.6,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,3.65,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,2.04,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,8.94,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,7.34,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,4.69,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,2.58,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0.88,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,22,5.49,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,22,4.1,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,22,1.76,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,24,2.58,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,24,1.34,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"6-3/4"" x 6-3/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,8,28.17,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,8,25.87,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,8,22.05,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,8,19.01,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,8,16.56,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,8,14.55,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,10,28.17,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,10,25.87,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,10,22.05,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,10,19.01,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,10,16.56,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,10,14.55,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,12,28.17,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,12,25.87,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,12,22.05,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,12,19.01,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,12,16.56,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,12,14.55,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,14,27.85,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,14,25.57,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,14,21.79,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,14,18.79,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,14,16.37,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,14,14.38,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,16,27.21,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,16,24.99,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,16,21.29,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,16,18.36,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,16,15.99,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,14.06,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,26.61,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,24.44,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,20.82,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,16.93,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,13.18,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,10.1,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,24.19,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,21.11,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,16,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,11.94,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,8.66,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,5.98,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,22,18.39,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,22,15.68,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,22,11.16,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,22,7.59,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,22,4.7,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,22,2.34,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,24,13.57,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,24,11.14,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,24,7.1,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,24,3.9,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,24,1.32,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,26,8.99,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,26,6.83,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,26,3.23,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,28,5.12,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,28,3.17,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,30,1.34,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,8,22.33,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,20.33,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,17.01,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,14.38,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,12.25,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,10.51,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,16.78,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,15.19,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,12.55,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,10.46,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,8.65,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,7.13,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,12.86,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,11.52,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,9.12,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,7.21,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,5.67,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,4.41,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,9.3,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,8.09,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,6.08,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,4.48,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,3.2,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,2.15,"5"" x 5-1/2"""
SYP,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,6.18,"5"" x 5-1/2"""
